
1551321067276,195,Select,200,OK,Thread Group 1-1,text,true, DB_UP_AND_RUNNING ,12961,0,1,1,null,193,0,191
1551321067470,1,Select-0,200,OK,Thread Group 1-1,text,true,,12867,0,0,0,null,0,0,0
1551321659746,145,Select,200,OK,Thread Group 1-1,text,true, DB_UP_AND_RUNNING ,12974,0,1,1,null,144,0,144
1551321659891,0,Select-0,200,OK,Thread Group 1-1,text,true,,12867,0,0,0,null,0,0,0
1551321659899,2,Select,200,OK,Thread Group 1-1,text,true, DB_UP_AND_RUNNING ,12972,0,1,1,null,1,0,0
1551321659900,1,Select-0,200,OK,Thread Group 1-1,text,true,,12865,0,0,0,null,0,0,0
1551321659909,2,Select,200,OK,Thread Group 1-1,text,true, DB_UP_AND_RUNNING ,12985,0,1,1,null,1,0,0
1551321659910,1,Select-0,200,OK,Thread Group 1-1,text,true,,12868,0,0,0,null,0,0,0
1551321659919,3,Select,200,OK,Thread Group 1-1,text,true, DB_UP_AND_RUNNING ,12998,0,1,1,null,1,0,0
1551321659921,1,Select-0,200,OK,Thread Group 1-1,text,true,,12867,0,0,0,null,0,0,0
1551321659924,1,Select,200,OK,Thread Group 1-1,text,true, DB_UP_AND_RUNNING ,12996,0,1,1,null,1,0,0
1551321659925,0,Select-0,200,OK,Thread Group 1-1,text,true,,12865,0,0,0,null,0,0,0
1551321659928,3,Select,200,OK,Thread Group 1-1,text,true, DB_UP_AND_RUNNING ,13000,0,1,1,null,1,0,0
1551321659931,0,Select-0,200,OK,Thread Group 1-1,text,true,,12869,0,0,0,null,0,0,0
1551321659936,1,Select,200,OK,Thread Group 1-1,text,true, DB_UP_AND_RUNNING ,12999,0,1,1,null,1,0,0
1551321659937,0,Select-0,200,OK,Thread Group 1-1,text,true,,12868,0,0,0,null,0,0,0
1551321659940,2,Select,200,OK,Thread Group 1-1,text,true, DB_UP_AND_RUNNING ,12996,0,1,1,null,1,0,0
1551321659942,0,Select-0,200,OK,Thread Group 1-1,text,true,,12865,0,0,0,null,0,0,0
1551321659945,2,Select,200,OK,Thread Group 1-1,text,true, DB_UP_AND_RUNNING ,13000,0,1,1,null,1,0,0
1551321659947,0,Select-0,200,OK,Thread Group 1-1,text,true,,12869,0,0,0,null,0,0,0
1551321659951,2,Select,200,OK,Thread Group 1-1,text,true, DB_UP_AND_RUNNING ,12999,0,1,1,null,2,0,0
1551321659953,0,Select-0,200,OK,Thread Group 1-1,text,true,,12868,0,0,0,null,0,0,0
1551321659956,1,Select,200,OK,Thread Group 1-1,text,true, DB_UP_AND_RUNNING ,12997,0,1,1,null,0,0,0
1551321659957,0,Select-0,200,OK,Thread Group 1-1,text,true,,12866,0,0,0,null,0,0,0
1551321659960,1,Select,200,OK,Thread Group 1-1,text,true, DB_UP_AND_RUNNING ,13001,0,1,1,null,1,0,0
1551321659961,0,Select-0,200,OK,Thread Group 1-1,text,true,,12870,0,0,0,null,0,0,0
1551321659966,1,Select,200,OK,Thread Group 1-1,text,true, DB_UP_AND_RUNNING ,13000,0,1,1,null,0,0,0
1551321659967,0,Select-0,200,OK,Thread Group 1-1,text,true,,12869,0,0,0,null,0,0,0
1551321659970,1,Select,200,OK,Thread Group 1-1,text,true, DB_UP_AND_RUNNING ,12997,0,1,1,null,0,0,0
1551321659971,0,Select-0,200,OK,Thread Group 1-1,text,true,,12866,0,0,0,null,0,0,0
